#;Operadora;Usuario;Simcard;Mensalidade;Data Ativacao;IP;ICCID;Saldo;Consumo;Upload;Download;Ultima Conexao;Atacado;Contrato;IMEI Remoto;Operadora;Substatus;Status
376;Algar;'12112917000167;'5516999533443;8.29;2019-08-28;'10.249.115.55;'89553202000003578729;17.9184;2.08;0;0;2021-09-30 07:41:03;---;0000-00-00 00:00:00;'355929100100594;CLARO;Ativo;Ativo
377;Algar;'12112917000167;'5516990524355;7.03;2020-06-24;;'89553202000006837809;20;0;0;0;*****;---;2020-06-24;;;Ativo;Ativo
378;Algar;'12112917000167;'5516996853952;7.03;2020-05-21;'10.249.171.129;'89553202000006952848;17.15785;2.84;0;0;2021-09-30 15:12:48;---;2020-05-21;'355929100168245;TIM;Ativo;Ativo
379;Algar;'12112917000167;'5516996617134;7.03;2020-01-19 23:00:00;'10.249.115.58;'89553202000006960767;18.70747;1.29;0;0;2021-09-30 11:29:12;---;0000-00-00 00:00:00;'356429070752028;VIVO;Ativo;Ativo
380;Algar;'12112917000167;'5516996853991;7.03;2020-05-21;'10.249.171.40;'89553202000006952756;18.29114;1.71;0;0;2021-09-30 10:27:42;---;2020-05-21;'355929100216747;OI;Ativo;Ativo
381;Algar;'12112917000167;'5516990520370;7.03;2020-06-24;'10.249.203.135;'89553202000006838039;16.96335;3.04;0;0;2021-09-30 11:20:36;---;2020-06-24;'359857080851397;TIM;Ativo;Ativo
382;Algar;'12112917000167;'5516996852255;7.03;2020-05-21;'10.249.171.47;'89553202000006952749;17.72121;2.28;0;0;2021-09-30 16:03:44;---;2020-05-21;'355929100213751;CLARO;Ativo;Ativo
383;Algar;'12112917000167;'5516996617094;7.03;2020-01-19 23:00:00;'10.249.115.114;'89553202000006960759;18.81094;1.19;0;0;2021-09-30 14:50:19;---;0000-00-00 00:00:00;'358222052723754;VIVO;Ativo;Ativo
384;Algar;'12112917000167;'5516999533450;8.29;2019-08-28;'10.249.115.116;'89553202000003578695;17.15272;2.85;0;0;2021-09-30 15:58:02;---;0000-00-00 00:00:00;'355929100039214;OI;Ativo;Ativo
385;Algar;'12112917000167;'5516996854005;7.03;2020-05-21;'10.249.171.107;'89553202000006952731;20;0;15769;11384;2021-08-20 15:01:48;---;2020-05-21;'355929100162636;VIVO;Ativo;Ativo
386;Algar;'12112917000167;'5516990524695;7.03;2020-06-24;'10.249.203.162;'89553202000006838021;18.20476;1.79;0;0;2021-09-30 13:20:50;---;2020-06-24;'358735071534258;TIM;Ativo;Ativo
387;Algar;'12112917000167;'5516996855656;7.03;2020-05-21;'10.249.171.39;'89553202000006952723;16.94683;3.05;154662;70882;2021-09-20 18:24:16;---;2020-05-21;'355929100142935;OI;Ativo;Ativo
388;Algar;'12112917000167;'5516999533456;8.29;2019-08-28;'10.249.115.165;'89553202000003578687;19.71165;0.29;1926;1002;2021-09-20 09:28:28;---;0000-00-00 00:00:00;'355929100039172;TIM;Ativo;Ativo
389;Algar;'12112917000167;'5516996615394;7.03;2020-01-19 23:00:00;'10.249.115.168;'89553202000006960742;18.87215;1.13;0;0;2021-09-30 13:50:17;---;0000-00-00 00:00:00;'356429070742078;VIVO;Ativo;Ativo
390;Algar;'12112917000167;'5516996854048;7.03;2020-05-21;'10.249.94.251;'89553202000006954547;16.76643;3.23;0;0;2021-09-30 14:35:46;---;2020-05-21;'355929100168294;OI;Ativo;Ativo
391;Algar;'12112917000167;'5516990520597;7.03;2020-06-24;'10.249.203.161;'89553202000006838013;18.85787;1.14;3073;1120;2021-09-30 14:57:13;---;2020-06-24;'358222051007811;TIM;Ativo;Ativo
392;Algar;'12112917000167;'5516996852277;7.03;2020-05-21;'10.249.171.125;'89553202000006954539;17.31393;2.69;0;0;2021-09-30 04:34:57;---;2020-05-21;'355929100182964;CLARO;Ativo;Ativo
393;Algar;'12112917000167;'5516996853915;7.03;2020-05-21;'10.249.171.36;'89553202000006954604;6.19729;13.8;0;0;2021-09-30 15:13:42;---;2020-05-21;'355929100186601;OI;Ativo;Ativo
394;Algar;'12112917000167;'5516999533463;8.29;2019-08-28;'10.249.115.218;'89553202000003578174;19.22398;0.78;2796;2034;2021-09-29 11:54:45;---;0000-00-00 00:00:00;'355929100234344;VIVO;Ativo;Ativo
395;Algar;'12112917000167;'5516996615399;7.03;2020-01-19 23:00:00;'10.249.115.227;'89553202000006960734;19.23376;0.77;0;0;2021-09-30 15:58:24;---;0000-00-00 00:00:00;'356429070976866;VIVO;Ativo;Ativo
396;Algar;'12112917000167;'5516990528245;7.03;2020-06-24;'10.249.203.151;'89553202000006838005;18.98866;1.01;0;0;2021-09-30 16:00:56;---;2020-06-24;'356430070522783;TIM;Ativo;Ativo
397;Algar;'12112917000167;'5516996855642;7.03;2020-05-21;'10.249.206.225;'89553202000006954612;17.40126;2.6;0;0;2021-09-30 11:07:39;---;2020-05-21;'355929100248336;TIM;Ativo;Ativo
398;Algar;'12112917000167;'5516996853928;7.03;2020-05-21;'10.249.171.37;'89553202000006954596;17.30015;2.7;0;0;2021-09-30 15:23:50;---;2020-05-21;'355929100227249;OI;Ativo;Ativo
399;Algar;'12112917000167;'5516999533471;8.29;2019-08-28;'10.249.116.17;'89553202000003578166;17.22317;2.78;0;0;2021-09-30 16:04:11;---;0000-00-00 00:00:00;'355929100171108;CLARO;Ativo;Ativo
400;Algar;'12112917000167;'5516996859130;7.03;2020-05-21;'10.249.206.227;'89553202000006952913;16.97745;3.02;0;0;2021-09-30 15:34:00;---;2020-05-21;'356430070523674;TIM;Ativo;Ativo
401;Algar;'12112917000167;'5516996615439;7.03;2020-01-19 23:00:00;'10.249.116.25;'89553202000006960726;18.73199;1.27;8437;3060;2021-09-30 10:47:43;---;0000-00-00 00:00:00;'356430071317167;VIVO;Ativo;Ativo
402;Algar;'12112917000167;'5516990533171;7.03;2020-06-24;'10.249.203.217;'89553202000006837999;18.51193;1.49;0;0;2021-09-30 11:55:43;---;2020-06-24;'358899052514075;OI;Ativo;Ativo
403;Algar;'12112917000167;'5516996850590;7.03;2020-05-21;'10.249.171.53;'89553202000006952905;19.43232;0.57;0;0;2021-09-30 15:25:49;---;2020-05-21;'356429070737169;OI;Ativo;Ativo
404;Algar;'12112917000167;'5516990534756;7.03;2020-06-24;'10.249.203.204;'89553202000006837981;18.99308;1.01;0;0;2021-09-30 14:44:52;---;2020-06-24;'358899052502823;OI;Ativo;Ativo
405;Algar;'12112917000167;'5516996615414;7.03;2020-01-19 23:00:00;;'89553202000006960718;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
406;Algar;'12112917000167;'5516996850582;7.03;2020-05-21;'10.249.171.43;'89553202000006954687;-6.59299;26.59;0;0;2021-09-30 08:59:22;---;2020-05-21;'355929100224014;OI;Ativo;Ativo
407;Algar;'12112917000167;'5516996852322;7.03;2020-05-21;'10.249.171.20;'89553202000006954679;2.00224;18;156205;71590;2021-09-24 18:31:17;---;2020-05-21;'355929100175943;OI;Ativo;Ativo
408;Algar;'12112917000167;'5516990533156;7.03;2020-06-24;'10.249.203.176;'89553202000006837973;18.78356;1.22;0;0;2021-09-30 15:21:43;---;2020-06-24;'356430074163683;TIM;Ativo;Ativo
409;Algar;'12112917000167;'5516996615419;7.03;2020-01-19 23:00:00;'10.249.116.133;'89553202000006960700;17.14204;2.86;0;0;2021-09-30 15:54:12;---;0000-00-00 00:00:00;'355929100118968;OI;Ativo;Ativo
410;Algar;'12112917000167;'5516996850600;7.03;2020-05-21;'10.249.171.89;'89553202000006954661;-6.53592;26.53;0;0;2021-09-30 14:36:54;---;2020-05-21;'355929100248278;OI;Ativo;Ativo
411;Algar;'12112917000167;'5516996850652;7.03;2020-05-21;'10.249.171.150;'89553202000006954653;19.5612;0.44;0;0;2021-09-30 14:09:10;---;2020-05-21;'351965110135018;TIM;Ativo;Ativo
412;Algar;'12112917000167;'5516990533005;7.03;2020-06-24;'10.249.203.181;'89553202000006837965;18.44813;1.55;0;0;2021-09-30 10:22:47;---;2020-06-24;'358735072490732;TIM;Ativo;Ativo
413;Algar;'12112917000167;'5516996850608;7.03;2020-05-21;'10.249.171.18;'89553202000006954646;19.35471;0.64;0;0;2021-09-30 08:00:41;---;2020-05-21;'351965110135075;OI;Ativo;Ativo
414;Algar;'12112917000167;'5516996852290;7.03;2020-05-21;'10.249.171.22;'89553202000006954638;19.19538;0.8;0;0;2021-09-30 14:09:05;---;2020-05-21;'351965110135067;OI;Ativo;Ativo
415;Algar;'12112917000167;'5516996613684;7.03;2020-01-19 23:00:00;'10.249.116.209;'89553202000006960692;18.92241;1.08;0;0;2021-09-30 15:45:45;---;0000-00-00 00:00:00;'356430073272360;OI;Ativo;Ativo
416;Algar;'12112917000167;'5516996850619;7.03;2020-05-21;'10.249.171.17;'89553202000006954620;16.01646;3.98;0;0;2021-09-30 15:56:25;---;2020-05-21;'863998040291792;TIM;Ativo;Ativo
417;Algar;'12112917000167;'5516996850660;7.03;2020-05-21;'10.249.171.21;'89553202000006954448;19.67445;0.33;1100;684;2021-09-27 12:57:32;---;2020-05-21;'351965110135000;OI;Ativo;Ativo
418;Algar;'12112917000167;'5516999533499;8.29;2019-08-28;'10.249.116.237;'89553202000003578307;19.51383;0.49;0;0;2021-09-30 13:55:34;---;0000-00-00 00:00:00;'356430079246343;VIVO;Ativo;Ativo
419;Algar;'12112917000167;'5516990533013;7.03;2020-06-24;'10.249.46.11;'89553202000006837940;19.19744;0.8;0;0;2021-09-30 14:12:44;---;2020-06-24;'351965110884318;VIVO;Ativo;Ativo
420;Algar;'12112917000167;'5516996852312;7.03;2020-05-21;'10.249.171.26;'89553202000006952525;19.30617;0.69;0;0;2021-09-30 14:37:24;---;2020-05-21;'351965110135125;TIM;Ativo;Ativo
421;Algar;'12112917000167;'5516996615344;7.03;2020-01-19 23:00:00;'10.249.117.19;'89553202000006960684;19.96315;0.04;3370;2124;2021-09-16 02:34:17;---;0000-00-00 00:00:00;'356429070767562;VIVO;Ativo;Ativo
422;Algar;'12112917000167;'5516996852331;7.03;2020-05-21;'10.249.171.23;'89553202000006952517;19.83209;0.17;0;0;2021-09-30 14:00:31;---;2020-05-21;'351965110135117;OI;Ativo;Ativo
423;Algar;'12112917000167;'5516990539438;7.03;2020-06-24;'10.249.203.239;'89553202000006837932;19.49978;0.5;6247;3300;2021-09-29 08:04:24;---;2020-06-24;'351965110884490;TIM;Ativo;Ativo
424;Algar;'12112917000167;'5516996850634;7.03;2020-05-21;'10.249.171.108;'89553202000006952509;18.85095;1.15;0;0;2021-09-30 15:44:09;---;2020-05-21;'351965110134938;OI;Ativo;Ativo
425;Algar;'12112917000167;'5516996613679;7.03;2020-01-19 23:00:00;'10.249.117.71;'89553202000006960676;19.07548;0.92;0;0;2021-09-30 15:59:05;---;0000-00-00 00:00:00;'356430074666750;TIM;Ativo;Ativo
426;Algar;'12112917000167;'5516990533028;7.03;2020-06-24;'10.249.203.230;'89553202000006837924;18.95896;1.04;0;0;2021-09-30 12:25:14;---;2020-06-24;'351965110884292;VIVO;Ativo;Ativo
427;Algar;'12112917000167;'5516996854039;7.03;2020-05-21;'10.249.171.51;'89553202000006952574;18.61349;1.39;0;0;2021-09-30 15:35:37;---;2020-05-21;'351965110134995;TIM;Ativo;Ativo
428;Algar;'12112917000167;'5516996615339;7.03;2020-01-19 23:00:00;'10.249.117.113;'89553202000006960668;18.41019;1.59;0;0;2021-09-30 15:45:00;---;0000-00-00 00:00:00;'358735073786690;OI;Ativo;Ativo
429;Algar;'12112917000167;'5516999533518;8.29;2019-08-28;'10.249.117.118;'89553202000003578034;19.80498;0.19;3617;1420;2021-09-21 15:38:03;---;0000-00-00 00:00:00;'356430071295595;OI;Ativo;Ativo
430;Algar;'12112917000167;'5516990533063;7.03;2020-06-24;'10.249.203.129;'89553202000006837916;18.30066;1.7;0;0;2021-09-30 13:32:27;---;2020-06-24;'351965110884284;OI;Ativo;Ativo
431;Algar;'12112917000167;'5516996854057;7.03;2020-05-21;'10.249.171.15;'89553202000006952566;18.6029;1.4;0;0;2021-09-30 14:00:17;---;2020-05-21;'351965110134953;OI;Ativo;Ativo
432;Algar;'12112917000167;'5516996850549;7.03;2020-05-21;'10.249.171.58;'89553202000006952558;20;0;12600;6832;2021-09-08 20:49:22;---;2020-05-21;'860689030985377;CLARO;Ativo;Ativo
433;Algar;'12112917000167;'5516990533131;7.03;2020-06-24;'10.249.203.106;'89553202000006957961;19.05581;0.94;2223;1204;2021-09-28 22:09:19;---;2020-06-24;'356429070752010;OI;Ativo;Ativo
434;Algar;'12112917000167;'5516990534689;7.03;2020-06-24;'10.249.206.229;'89553202000006837908;18.7365;1.26;1829;276;2021-09-30 15:59:32;---;2020-06-24;'351965110884409;OI;Ativo;Ativo
435;Algar;'12112917000167;'5516996850462;7.03;2020-05-21;'10.249.171.127;'89553202000006952541;18.779;1.22;0;0;2021-09-30 13:08:29;---;2020-05-21;'356430070703201;TIM;Ativo;Ativo
436;Algar;'12112917000167;'5516990534669;7.03;2020-06-24;'10.249.203.237;'89553202000006838229;18.65661;1.34;0;0;2021-09-30 13:52:52;---;2020-06-24;'351965110884227;OI;Ativo;Ativo
437;Algar;'12112917000167;'5516990533119;7.03;2020-06-24;'10.249.203.107;'89553202000006957995;19.41947;0.58;0;0;2021-09-30 15:12:08;---;2020-06-24;'358899052266890;OI;Ativo;Ativo
438;Algar;'12112917000167;'5516996850681;7.03;2020-05-21;'10.249.171.31;'89553202000006952608;19.43061;0.57;0;0;2021-09-30 14:26:55;---;2020-05-21;'356430071650534;OI;Ativo;Ativo
439;Algar;'12112917000167;'5516996859279;7.03;2020-05-21;'10.249.171.157;'89553202000006952616;18.97604;1.02;1188;484;2021-09-30 14:01:13;---;2020-05-21;'356428070739332;TIM;Ativo;Ativo
440;Algar;'12112917000167;'5516999535158;8.29;2019-08-28;'10.249.117.222;'89553202000003578471;17.91867;2.08;0;0;2021-09-30 15:14:15;---;0000-00-00 00:00:00;'355929100045310;OI;Ativo;Ativo
441;Algar;'12112917000167;'5516990533079;7.03;2020-06-24;'10.249.203.134;'89553202000006838211;19.61835;0.38;3099;1576;2021-09-22 14:49:39;---;2020-06-24;'351965110884383;OI;Ativo;Ativo
442;Algar;'12112917000167;'5516990534736;7.03;2020-06-24;'10.249.203.208;'89553202000006957987;19.09541;0.9;0;0;2021-09-30 12:03:09;---;2020-06-24;'356430071650559;CLARO;Ativo;Ativo
443;Algar;'12112917000167;'5516996850671;7.03;2020-05-21;'10.249.206.231;'89553202000006954851;18.92387;1.08;0;0;2021-09-30 13:52:52;---;2020-05-21;'356428070739308;TIM;Ativo;Ativo
444;Algar;'12112917000167;'5516996857294;7.03;2020-05-21;'10.249.171.69;'89553202000006954844;18.9759;1.02;0;0;2021-09-30 15:12:18;---;2020-05-21;'356428070739274;VIVO;Ativo;Ativo
445;Algar;'12112917000167;'5516990533166;7.03;2020-06-24;'10.249.203.197;'89553202000006957979;18.76068;1.24;0;0;2021-09-30 14:46:14;---;2020-06-24;'356429070196515;OI;Ativo;Ativo
446;Algar;'12112917000167;'5516999535170;8.29;2019-08-28;'10.249.118.24;'89553202000003578430;18.72509;1.27;7355;1252;2021-09-22 02:48:49;---;0000-00-00 00:00:00;'356430075167584;VIVO;Ativo;Ativo
447;Algar;'12112917000167;'5516990534632;7.03;2020-06-24;'10.249.203.127;'89553202000006838203;19.68804;0.31;6732;3128;2021-09-27 01:56:44;---;2020-06-24;'351965110884441;OI;Ativo;Ativo
448;Algar;'12112917000167;'5516996858975;7.03;2020-05-21;'10.249.171.160;'89553202000006954836;18.74399;1.26;0;0;2021-09-30 10:44:25;---;2020-05-21;'358222057608000;OI;Ativo;Ativo
449;Algar;'12112917000167;'5516996853855;7.03;2020-05-21;'10.249.171.64;'89553202000006954828;18.6523;1.35;0;0;2021-09-30 07:53:19;---;2020-05-21;'356430070444251;CLARO;Ativo;Ativo
450;Algar;'12112917000167;'5516996854032;7.03;2020-05-21;'10.249.171.35;'89553202000006954810;19.28294;0.72;0;0;2021-09-30 07:06:42;---;2020-05-21;'358222057935338;CLARO;Ativo;Ativo
451;Algar;'12112917000167;'5516990533094;7.03;2020-06-24;'10.249.203.122;'89553202000006838195;18.71698;1.28;0;0;2021-09-30 13:40:38;---;2020-06-24;'351965110884276;OI;Ativo;Ativo
452;Algar;'12112917000167;'5516996853900;7.03;2020-05-21;'10.249.171.111;'89553202000006954786;18.95345;1.05;9497;6354;2021-09-30 08:58:10;---;2020-05-21;'351608081833431;CLARO;Ativo;Ativo
453;Algar;'12112917000167;'5516990533176;7.03;2020-06-24;'10.249.203.180;'89553202000006957953;20;0;1395;716;2021-08-05 15:22:15;---;2020-06-24;'358222050979739;OI;Ativo;Ativo
454;Algar;'12112917000167;'5516990534684;7.03;2020-06-24;'10.249.203.210;'89553202000006838187;19.20851;0.79;0;0;2021-09-30 12:13:21;---;2020-06-24;'351965110884433;CLARO;Ativo;Ativo
455;Algar;'12112917000167;'5516999535186;8.29;2019-08-28;'10.249.118.131;'89553202000003578927;17.94122;2.06;0;0;2021-09-30 12:07:16;---;0000-00-00 00:00:00;'355929100125641;VIVO;Ativo;Ativo
456;Algar;'12112917000167;'5516990534648;7.03;2020-06-24;'10.249.203.126;'89553202000006838179;19.11835;0.88;0;0;2021-09-30 15:50:17;---;2020-06-24;'351965110884367;OI;Ativo;Ativo
457;Algar;'12112917000167;'5516990534712;7.03;2020-06-24;'10.249.179.6;'89553202000006839581;19.19722;0.8;2153;848;2021-09-30 15:09:05;---;2020-06-24;'351965110134862;OI;Ativo;Ativo
458;Algar;'12112917000167;'5516990533070;7.03;2020-06-24;'10.249.203.218;'89553202000006838161;18.76776;1.23;0;0;2021-09-30 13:13:11;---;2020-06-24;'351965110884417;TIM;Ativo;Ativo
459;Algar;'12112917000167;'5516999535201;8.29;2019-08-28;'10.249.118.230;'89553202000003578869;18.57215;1.43;0;0;2021-09-30 14:56:05;---;0000-00-00 00:00:00;'355929100033001;OI;Ativo;Ativo
460;Algar;'12112917000167;'5516990536298;7.03;2020-06-24;'10.249.203.90;'89553202000006839573;18.98618;1.01;0;0;2021-09-30 15:50:16;---;2020-06-24;'351965110135133;TIM;Ativo;Ativo
461;Algar;'12112917000167;'5516990539446;7.03;2020-06-24;'10.249.203.138;'89553202000006838153;17.17363;2.83;0;0;2021-09-30 14:00:13;---;2020-06-24;'356430072430092;TIM;Ativo;Ativo
462;Algar;'12112917000167;'5516990539506;7.03;2020-06-24;'10.249.203.215;'89553202000006837791;19.02782;0.97;0;0;2021-09-30 13:08:52;---;2020-06-24;'351965110884508;CLARO;Ativo;Ativo
463;Algar;'12112917000167;'5516990536292;7.03;2020-06-24;'10.249.203.120;'89553202000006839565;19.35348;0.65;0;0;2021-09-30 13:57:14;---;2020-06-24;'356430071882533;TIM;Ativo;Ativo
464;Algar;'12112917000167;'5516990533035;7.03;2020-06-24;'10.249.203.232;'89553202000006837783;18.80854;1.19;0;0;2021-09-30 15:58:24;---;2020-06-24;'358899051362021;TIM;Ativo;Ativo
465;Algar;'12112917000167;'5516990536285;7.03;2020-06-24;'10.249.203.88;'89553202000006839557;19.68843;0.31;1467;892;2021-09-27 09:58:20;---;2020-06-24;'351965110134946;VIVO;Ativo;Ativo
466;Algar;'12112917000167;'5516999535217;8.29;2019-08-28;'10.249.119.60;'89553202000003578760;17.83303;2.17;0;0;2021-09-30 12:00:38;---;0000-00-00 00:00:00;'355929100114454;OI;Ativo;Ativo
467;Algar;'12112917000167;'5516990536273;7.03;2020-06-24;'10.249.203.111;'89553202000006839540;18.19642;1.8;0;0;2021-09-30 14:44:34;---;2020-06-24;'356430074155176;OI;Ativo;Ativo
468;Algar;'12112917000167;'5516990533087;7.03;2020-06-24;'10.249.203.216;'89553202000006837775;19.02613;0.97;0;0;2021-09-30 13:06:07;---;2020-06-24;'358899052502807;OI;Ativo;Ativo
469;Algar;'12112917000167;'5516999535238;8.29;2019-08-28;'10.249.119.102;'89553202000003578745;18.27242;1.73;0;0;2021-09-30 15:12:47;---;0000-00-00 00:00:00;'355929100102921;OI;Ativo;Ativo
470;Algar;'12112917000167;'5516990537942;7.03;2020-06-24;'10.249.203.233;'89553202000006839532;18.58172;1.42;0;0;2021-09-30 14:36:07;---;2020-06-24;'358899052498352;CLARO;Ativo;Ativo
471;Algar;'12112917000167;'5516990536341;7.03;2020-06-24;;'89553202000006839524;20;0;0;0;*****;---;2020-06-24;;;Ativo;Ativo
472;Algar;'12112917000167;'5516999536912;8.29;2019-08-28;'10.249.119.153;'89553202000003578117;-7.81577;27.81;0;0;2021-09-30 15:38:48;---;0000-00-00 00:00:00;'355929100184390;OI;Ativo;Ativo
473;Algar;'12112917000167;'5516990537935;7.03;2020-06-24;'10.249.203.84;'89553202000006839516;18.9041;1.1;0;0;2021-09-30 11:01:55;---;2020-06-24;'351965113506470;TIM;Ativo;Ativo
474;Algar;'12112917000167;'5516999536922;8.29;2019-08-28;'10.249.119.210;'89553202000003578349;11.30677;8.69;0;0;2021-09-30 15:49:57;---;0000-00-00 00:00:00;'355929100169425;VIVO;Ativo;Ativo
475;Algar;'12112917000167;'5516990534676;7.03;2020-06-24;'10.249.203.124;'89553202000006837742;17.75364;2.25;0;0;2021-09-30 13:39:59;---;2020-06-24;'358899052510750;TIM;Ativo;Ativo
476;Algar;'12112917000167;'5516990536334;7.03;2020-06-24;'10.249.203.78;'89553202000006839490;15.68347;4.32;0;0;2021-09-30 15:12:05;---;2020-06-24;'358735071768724;TIM;Ativo;Ativo
477;Algar;'12112917000167;'5516990534724;7.03;2020-06-24;'10.249.203.113;'89553202000006837734;14.85089;5.15;0;0;2021-09-30 13:53:03;---;2020-06-24;'358222051001574;OI;Ativo;Ativo
478;Algar;'12112917000167;'5516990536347;7.03;2020-06-24;'10.249.203.132;'89553202000006839482;19.05933;0.94;0;0;2021-09-30 14:07:24;---;2020-06-24;'358899056944211;VIVO;Ativo;Ativo
479;Algar;'12112917000167;'5516999536938;8.29;2019-08-28;'10.249.120.5;'89553202000003578190;-6.55774;26.56;0;0;2021-09-30 15:30:15;---;0000-00-00 00:00:00;'355929100184093;VIVO;Ativo;Ativo
480;Algar;'12112917000167;'5516990536359;7.03;2020-06-24;'10.249.203.128;'89553202000006839474;19.32824;0.67;0;0;2021-09-30 12:18:10;---;2020-06-24;'356429071210034;OI;Ativo;Ativo
481;Algar;'12112917000167;'5516990536267;7.03;2020-06-24;'10.249.203.115;'89553202000006837726;18.99382;1.01;0;0;2021-09-30 13:57:15;---;2020-06-24;'356430071317183;VIVO;Ativo;Ativo
482;Algar;'12112917000167;'5516990537923;7.03;2020-06-24;'10.249.203.85;'89553202000006839458;19.16049;0.84;0;0;2021-09-30 15:59:32;---;2020-06-24;'358222050999539;TIM;Ativo;Ativo
483;Algar;'12112917000167;'5516990536309;7.03;2020-06-24;'10.249.203.179;'89553202000006837718;19.60006;0.4;5011;1284;2021-09-30 15:40:14;---;2020-06-24;'356430070486989;TIM;Ativo;Ativo
484;Algar;'12112917000167;'5516990536279;7.03;2020-06-24;;'89553202000006837700;20;0;0;0;*****;---;2020-06-24;;;Ativo;Ativo
485;Algar;'12112917000167;'5516990537901;7.03;2020-06-24;'10.249.203.83;'89553202000006839433;19.23153;0.77;0;0;2021-09-30 15:09:05;---;2020-06-24;'356430071334550;TIM;Ativo;Ativo
486;Algar;'12112917000167;'5516999536962;8.29;2019-08-28;'10.249.120.131;'89553202000003578968;18.44786;1.55;0;0;2021-09-30 14:58:28;---;0000-00-00 00:00:00;'358735074782888;OI;Ativo;Ativo
487;Algar;'12112917000167;'5516990537895;7.03;2020-06-24;'10.249.203.116;'89553202000006839722;18.98602;1.01;4304;1540;2021-09-24 15:49:52;---;2020-06-24;'356430071692593;VIVO;Ativo;Ativo
488;Algar;'12112917000167;'5516999536971;8.29;2019-08-28;'10.249.120.163;'89553202000003578653;20;0;5339;4308;2021-08-31 03:10:42;---;0000-00-00 00:00:00;'358735074711713;OI;Ativo;Ativo
489;Algar;'12112917000167;'5516990537929;7.03;2020-06-24;'10.249.203.87;'89553202000006839714;10.82485;9.17;0;0;2021-09-30 13:28:14;---;2020-06-24;'356429070258992;OI;Ativo;Ativo
490;Algar;'12112917000167;'5516990536402;7.03;2020-06-24;'10.249.203.165;'89553202000006837890;19.09996;0.9;0;0;2021-09-30 14:39:56;---;2020-06-24;'358222052724828;OI;Ativo;Ativo
491;Algar;'12112917000167;'5516999536978;8.29;2019-08-28;'10.249.120.194;'89553202000003578778;16.34094;3.66;0;0;2021-09-30 08:52:37;---;0000-00-00 00:00:00;'355929100120535;TIM;Ativo;Ativo
492;Algar;'12112917000167;'5516990537911;7.03;2020-06-24;'10.249.203.82;'89553202000006839706;14.60266;5.4;0;0;2021-09-30 13:57:10;---;2020-06-24;'356430071650427;OI;Ativo;Ativo
493;Algar;'12112917000167;'5516990536417;7.03;2020-06-24;'10.249.203.171;'89553202000006837882;18.90904;1.09;7427;2448;2021-09-30 15:22:50;---;2020-06-24;'358222052722632;VIVO;Ativo;Ativo
494;Algar;'12112917000167;'5516990537906;7.03;2020-06-24;'10.249.203.86;'89553202000006839698;19.0479;0.95;7543;2524;2021-09-30 10:59:12;---;2020-06-24;'358222050991320;TIM;Ativo;Ativo
495;Algar;'12112917000167;'5516999538629;8.29;2019-08-28;'10.249.120.250;'89553202000003578711;17.81378;2.19;0;0;2021-09-30 15:37:17;---;0000-00-00 00:00:00;'355929100037507;VIVO;Ativo;Ativo
496;Algar;'12112917000167;'5516990539537;7.03;2020-06-24;'10.249.203.125;'89553202000006839680;19.39699;0.6;0;0;2021-09-30 10:44:39;---;2020-06-24;'356430073277906;VIVO;Ativo;Ativo
497;Algar;'12112917000167;'5516990536377;7.03;2020-06-24;'10.249.203.168;'89553202000006837874;17.87671;2.12;0;0;2021-09-30 13:41:10;---;2020-06-24;'358222050991494;CLARO;Ativo;Ativo
498;Algar;'12112917000167;'5516999538623;8.29;2019-08-28;'10.249.121.19;'89553202000003578703;17.37344;2.63;0;0;2021-09-30 12:28:41;---;0000-00-00 00:00:00;'355929100032995;Algar;Ativo;Ativo
499;Algar;'12112917000167;'5516990536387;7.03;2020-06-24;'10.249.203.183;'89553202000006837866;19.49816;0.5;0;0;2021-09-30 11:36:30;---;2020-06-24;'351965110884516;TIM;Ativo;Ativo
500;Algar;'12112917000167;'5516999538641;8.29;2019-08-28;'10.249.121.44;'89553202000003578646;17.67118;2.33;0;0;2021-09-30 15:41:27;---;0000-00-00 00:00:00;'355929100101618;CLARO;Ativo;Ativo
501;Algar;'12112917000167;'5516990539526;7.03;2020-06-24;'10.249.203.123;'89553202000006839664;19.15507;0.84;0;0;2021-09-30 16:02:32;---;2020-06-24;'358222050999554;CLARO;Ativo;Ativo
502;Algar;'12112917000167;'5516990536422;7.03;2020-06-24;'10.249.203.101;'89553202000006837858;12.10587;7.89;76921;21288;2021-09-30 14:29:24;---;2020-06-24;'356429071121397;TIM;Ativo;Ativo
503;Algar;'12112917000167;'5516999538647;8.29;2019-08-28;'10.249.121.65;'89553202000003578109;-5.8757;25.87;0;0;2021-09-30 13:14:30;---;0000-00-00 00:00:00;'355929100210716;VIVO;Ativo;Ativo
504;Algar;'12112917000167;'5516990539555;7.03;2020-06-24;'10.249.203.226;'89553202000006839656;19.21694;0.78;0;0;2021-09-30 14:00:15;---;2020-06-24;'356430071115462;CLARO;Ativo;Ativo
505;Algar;'12112917000167;'5516990536432;7.03;2020-06-24;'10.249.203.100;'89553202000006837841;18.25272;1.75;0;0;2021-09-30 15:12:48;---;2020-06-24;'359647090394037;TIM;Ativo;Ativo
